>> Authority:
	38:	0.0479237634253296
	63:	0.0352271074098646
	36:	0.0315360713576453
	87:	0.0296504346757825
	48:	0.0285069705419390
	69:	0.0270632190649850
	85:	0.0230211768371159
	43:	0.0222922575963732
	8:	0.0220495652171273
	17:	0.0211256069972948
	11:	0.0206412816318199
	81:	0.0204572647030836
	35:	0.0197329986274461
	3:	0.0192413783492062
	80:	0.0186880400558863
	61:	0.0185917768361560
	83:	0.0172114114820765
	28:	0.0167222928584945
	74:	0.0163574287475883
	89:	0.0155975818060703
	14:	0.0154995634169831
	72:	0.0154897207507653
	12:	0.0149194174630662
	40:	0.0146448098162648
	39:	0.0146315006644117
	71:	0.0143878450941471
	62:	0.0134260470706098
	25:	0.0132737789608312
	93:	0.0130673649030971
	23:	0.0129247457146165
	47:	0.0128654187872949
	95:	0.0126307842037931
	78:	0.0125255333574226
	9:	0.0124652860611198
	86:	0.0123311742352784
	51:	0.0121076326380755
	33:	0.0120762218530760
	21:	0.0120120359381772
	7:	0.0113219543846622
	68:	0.0112763326802982
	29:	0.0105211055690896
	5:	0.0104932043354623
	52:	0.0104817631933855
	66:	0.0100088447400610
	42:	0.00983394291951292
	73:	0.00922353496349487
	0:	0.00888895483733182
	13:	0.00887203153048275
	97:	0.00847769309541964
	26:	0.00780364887977486
	57:	0.00771199562135904
	4:	0.00753699201441176
	67:	0.00739544107359862
	91:	0.00720298223384424
	90:	0.00717082407806523
	50:	0.00681419691551244
	18:	0.00667446161842624
	45:	0.00636937410437344
	49:	0.00622786239580904
	20:	0.00613564127619689
	46:	0.00582203417779770
	27:	0.00576822590601824
	34:	0.00559871974859697
	6:	0.00544619088480172
	41:	0.00539734241566876
	55:	0.00519503725525340
	92:	0.00465932663387544
	76:	0.00463689743914911
	70:	0.00413834593394461
	31:	0.00382400494753608
	10:	0.00380754120523935
	60:	0.00369154860813794
	59:	0.00357147814509904
	19:	0.00351631607396391
	53:	0.00322237446336889
	96:	0.00315645357270884
	75:	0.00305222236839471
	98:	0.00283589589003434
	77:	0.00271481397074706
	84:	0.00264261051289722
	15:	0.00222567911719029
	22:	0.00208155011164931
	88:	0.00190599430790590
	94:	0.00180008900492646
	99:	0.00170306097272881
	82:	0.00142639401739781
	79:	0.00139047993708754
	65:	0.00120570206853810
	44:	0.00102916597137455
	24:	0.000971372841303313
	32:	0.000836466826062984
	1:	0.000686073750819662
	16:	0.000681299308894250
	2:	0.0
	30:	0.0
	37:	0.0
	54:	0.0
	56:	0.0
	58:	0.0
	64:	0.0

>> Hub:
	91:	0.0220342635543208
	83:	0.0198612598916897
	55:	0.0186072697168390
	79:	0.0162837017774798
	60:	0.0161615556449745
	48:	0.0158245237433372
	24:	0.0157449738556501
	98:	0.0155895997879613
	38:	0.0151498307207281
	4:	0.0151462875329382
	43:	0.0150834251623165
	50:	0.0149569091308551
	80:	0.0149055560526044
	25:	0.0147553587117411
	63:	0.0147312720395730
	57:	0.0146653553659480
	72:	0.0145656912337795
	52:	0.0145052700676670
	84:	0.0143770179193826
	87:	0.0142412557880375
	94:	0.0138553130334692
	89:	0.0137705660357462
	29:	0.0136357304087935
	5:	0.0133783359313315
	22:	0.0133030267151250
	23:	0.0128696956082618
	71:	0.0127495218106245
	93:	0.0126552378908048
	67:	0.0121032623209430
	97:	0.0120875834004969
	61:	0.0120569738756368
	8:	0.0119165621280467
	15:	0.0118648539021261
	74:	0.0118313887126888
	14:	0.0117646643708108
	10:	0.0116873506937909
	1:	0.0116798867727002
	96:	0.0113659489679076
	47:	0.0113552580674245
	81:	0.0112749807291994
	7:	0.0111499147732318
	82:	0.0111357503511172
	59:	0.0107180050475082
	92:	0.0105442310627577
	27:	0.0102031925081639
	68:	0.00993155312188256
	58:	0.00976950593951489
	44:	0.00976605700903485
	76:	0.00955777752569780
	31:	0.00951543858280156
	13:	0.00948941475604921
	69:	0.00925668067080690
	77:	0.00923209945563496
	18:	0.00922931309832336
	45:	0.00906171384853719
	11:	0.00903627763835603
	36:	0.00897329169017450
	66:	0.00890065545096189
	26:	0.00884444094178313
	95:	0.00876184431046789
	78:	0.00869376531656000
	54:	0.00867230367881860
	86:	0.00857685597812329
	85:	0.00850569762828066
	51:	0.00816819816104820
	99:	0.00816211727036398
	88:	0.00807150626975935
	42:	0.00805735901077426
	70:	0.00794673834481447
	49:	0.00783716930600783
	9:	0.00783278573624681
	3:	0.00771276077345689
	21:	0.00760695510166852
	32:	0.00756995989316338
	19:	0.00753046095663370
	73:	0.00751674713978698
	53:	0.00747088936576169
	6:	0.00731599728977173
	56:	0.00724890547294919
	40:	0.00722464763900461
	39:	0.00632371226808301
	16:	0.00608492134051031
	62:	0.00589279557128666
	41:	0.00588651612437243
	65:	0.00571992931767781
	46:	0.00568011384998379
	75:	0.00551688683135745
	35:	0.00544730453008129
	90:	0.00514596102401001
	28:	0.00487472633556326
	37:	0.00472356085022392
	20:	0.00406910910639166
	33:	0.00403995787576807
	34:	0.00384327240529600
	64:	0.00308346451938584
	2:	0.00294965579221666
	12:	0.00242460732833204
	17:	0.00223347209499074
	30:	0.000864535644917714
	0:	0.0
